ut_ms,subsystem
1334442365000,"ATTT305O"
1334450166000,"MAPO.0000010558"
1334452247000,"AAAAF40B0"
1334458354000,"ATTT309B"
1334459797000,"AACFE91A"
1334459857000,"AACFM02A"
1334459918000,"AACFE03A"
1334459920000,"AACFE91A"
1334459922000,"AACFE05A"
1334460093000,"ATTTF030A"
1334460228000,"APSF60A0"
1334460813000,"AMMMF40A0"
1334460818000,"AACFE03A"
1334461068000,"AMMMF12A0"
1334461073000,"AMMMF11A0"
1334461078000,"AMMMF10A0"
1334461083000,"AMMMF10A0"
1334461088000,"AMMMF24A0"
1334461093000,"AMMMF23A0"
1334461098000,"AMMMF20A0"
1334461132000,"AACFE91A"
1334461243000,"AMMMF18A0"
1334461248000,"AMMMF19A0"
1334461295000,"AACFE03A"
1334461298000,"AACFM07A"
1334461305000,"AACFE91A"
1334461378000,"APSF37A1"
1334461388000,"APSF31B1"
1334461398000,"APSF38A1"
1334461403000,"APSF38A1"
1334461408000,"APSF38A1"
1334461413000,"APSF38A1"
1334461428000,"APSF12H1"
1334461453000,"APSF32A1"
1334461463000,"APSF50A2"
1334462677000,"AACFE91A"
1334462748000,"MPER.0000000558"
1334463972000,"AACFE91A"
1334464188000,"AMMMF40C0"
1334464488000,"OBCPLCLMI"
1334466595000,"AACFE91A"
1334466658000,"AACFM06A"
1334466659000,"AACFE03A"
1334466663000,"AACFE05A"
1334466708000,"APSF60B0"
1334466888000,"ATTTF030B"
1334467008000,"OBCPLCLPS"
1334467247000,"AAAAF40C0"
1334467474000,"AACFM01A"
1334467535000,"ATTT305O"
1334471447000,"AAAAF40D0"
1334471493000,"ATTTF030A"
1334472047000,"APWF005A"
1334472213000,"AMMMF40B0"
1334472498000,"AMMMF52A0"
1334472514000,"AACFE91A"
1334472558000,"AMMMF52D1"
1334472572000,"ATTT309B"
1334472574000,"AACFM02A"
1334472618000,"AMMMF52D2"
1334472635000,"AACFE03A"
1334472637000,"AACFE91A"
1334472639000,"AACFE05A"
1334472678000,"AMMMF52D3"
1334472738000,"AMMMF52D4"
1334473535000,"AACFE03A"
1334474581000,"AACFE03A"
1334474584000,"AACFM07A"
1334474590000,"AACFE91A"
1334474704000,"AACFE70A"
1334474874000,"AACFM21A"
1334474898000,"AMMMF51A0"
1334475198000,"AMMMF40C0"
1334475318000,"ATTTF030B"
1334475334000,"MAPO.0000010559"
1334475352000,"AACFM22A"
1334475498000,"OBCPLCLMI"
1334476234000,"AACFM06A"
1334476235000,"AACFE03A"
1334476239000,"AACFE05A"
1334476294000,"AACFE70A"
1334477135000,"AACFE03A"
1334478034000,"AACFM01A"
1334481914000,"AAAAF40A0"
1334482364000,"AAAAF40B0"
1334485259000,"ATTTF030A"
1334485827000,"AACFE91A"
1334485887000,"AACFM02A"
1334485948000,"AACFE03A"
1334485950000,"AACFE91A"
1334485952000,"AACFE05A"
1334485979000,"AMMMF40A0"
1334486054000,"APSF60A0"
1334486234000,"AMMMF12A0"
1334486239000,"AMMMF11A0"
1334486244000,"AMMMF10A0"
1334486249000,"AMMMF10A0"
1334486254000,"AMMMF24A0"
1334486259000,"AMMMF23A0"
1334486264000,"AMMMF20A0"
1334486409000,"AMMMF18A0"
1334486414000,"AMMMF19A0"
1334487015000,"AACFE91A"
1334487121000,"AACFE03A"
1334487124000,"AACFM07A"
1334487131000,"AACFE91A"
1334487204000,"APSF37A1"
1334487214000,"APSF31B1"
1334487224000,"APSF38A1"
1334487229000,"APSF38A1"
1334487234000,"APSF38A1"
1334487239000,"APSF38A1"
1334487254000,"APSF12H1"
1334487279000,"APSF32A1"
1334487289000,"APSF50A2"
1334487909000,"AHHHF01P1"
1334487914000,"MPER.0000000559"
1334488029000,"AHHHF02A1"
1334488079000,"AHHHF11A1"
1334488142000,"AHHHF03A2"
1334488143000,"AHHHF17A1"
1334488144000,"AHHHF17A1"
1334488172000,"AHHHF04A3"
1334488207000,"AHHHF50A2"
1334488300000,"AACFE91A"
1334488480000,"AHHHF05A2"
1334488487000,"AHHHF13A1"
1334488530000,"AHHHF06P1"
1334488590000,"ADMC532E"
1334488830000,"OBCPLCLHR"
1334489354000,"AMMMF40C0"
1334489654000,"OBCPLCLMI"
1334491101000,"AACFE91A"
1334491164000,"AACFM06A"
1334491165000,"AACFE03A"
1334491169000,"AACFE05A"
1334491214000,"APSF60B0"
1334491394000,"ATTTF030B"
1334491514000,"OBCPLCLPS"
1334491828000,"AACFM01A"
1334491889000,"ATTT305O"
1334492414000,"AAAAF40C0"
1334494828000,"ASXX307A"
1334494843000,"ASXX382C"
1334500501000,"MAPO.0000010560"
1334502583000,"AAAAF40B0"
1334503897000,"ASXX303A"
1334505457000,"AACFE91A"
1334505515000,"ATTT309B"
1334505517000,"AACFM02A"
1334505578000,"AACFE03A"
1334505580000,"AACFE91A"
1334505582000,"AACFE05A"
1334505943000,"ATTTF030A"
1334506063000,"APSF60A0"
1334506478000,"AACFE03A"
1334506970000,"AACFE91A"
1334507106000,"AACFE03A"
1334507109000,"AACFM07A"
1334507179000,"ASSSF01P0"
1334507213000,"APSF37A1"
1334507223000,"APSF31B1"
1334507233000,"APSF38A1"
1334507238000,"APSF38A1"
1334507239000,"ASSSF55A0"
1334507243000,"APSF38A1"
1334507248000,"APSF38A1"
1334507263000,"APSF12H1"
1334507288000,"APSF32A1"
1334507298000,"APSF50A2"
1334508266000,"AACFE91A"
1334508319000,"ASSSF06P0"
1334508329000,"AACFM06A"
1334508330000,"AACFE03A"
1334508332000,"AACFE91A"
1334508334000,"AACFE05A"
1334508343000,"APSF60B0"
1334508523000,"ATTTF030B"
1334508619000,"OBCPLCLSI"
1334508643000,"OBCPLCLPS"
1334509230000,"AACFE03A"
1334509862000,"AACFM01A"
1334510983000,"ATTTF321P"
1334511508000,"ATTTF030A"
1334512065000,"AACFE91A"
1334512125000,"AACFM02A"
1334512186000,"AACFE03A"
1334512188000,"AACFE91A"
1334512190000,"AACFE05A"
1334512228000,"AMMMF40A0"
1334512243000,"APSF60A0"
1334512483000,"AMMMF10A0"
1334512488000,"AMMMF10A0"
1334512658000,"AMMMF18A0"
1334512663000,"AMMMF19A0"
1334512773000,"ATTTF321R"
1334512783000,"AOOOF100B"
1334512823000,"AOOOF22R1"
1334512950000,"AACFE91A"
1334512953000,"AACFM07A"
1334512960000,"AACFE91A"
1334513024000,"AOOOF03A1"
1334513054000,"AOOOF04A0"
1334513078000,"AOOOF23A0"
1334513083000,"MPER.0000010560"
1334513393000,"APSF37A1"
1334513403000,"APSF31B1"
1334513413000,"APSF38A1"
1334513418000,"APSF38A1"
1334513423000,"APSF38A1"
1334513428000,"APSF38A1"
1334513443000,"APSF12H1"
1334513468000,"APSF32A1"
1334513478000,"APSF50A2"
1334513923000,"AOOOF68A0"
1334513930000,"AOOOF24A0"
1334514283000,"AOOOF68A0"
1334514290000,"AOOOF24A0"
1334514294000,"AACFE91A"
1334514523000,"AMMMF40C0"
1334514823000,"OBCPLCLMI"
1334514878000,"AOOOF66A0"
1334515478000,"AOOOF67A0"
1334516930000,"AACFE91A"
1334516983000,"AOOOF62A0"
1334516993000,"AACFM06A"
1334516994000,"AACFE03A"
1334516998000,"AACFE05A"
1334517013000,"AOOOF77A0"
1334517033000,"AOOOF100C"
1334517043000,"APSF60B0"
1334517223000,"ATTTF030B"
1334517333000,"OBCPLCLOM"
1334517343000,"OBCPLCLPS"
1334517583000,"AAAAF40C0"
1334517731000,"AACFM01A"
1334517811000,"ATTT305O"
1334525667000,"MAPO.0000010561"
1334527745000,"AAAAF40B0"
1334535286000,"AACFE91A"
1334535344000,"ATTT309B"
1334535346000,"AACFM02A"
1334535407000,"AACFE03A"
1334535409000,"AACFE91A"
1334535411000,"AACFE05A"
1334535590000,"ATTTF030A"
1334535725000,"APSF60A0"
1334536307000,"AACFE03A"
1334536310000,"AMMMF40A0"
1334536565000,"AMMMF12A0"
1334536570000,"AMMMF11A0"
1334536575000,"AMMMF10A0"
1334536580000,"AMMMF10A0"
1334536585000,"AMMMF24A0"
1334536590000,"AMMMF23A0"
1334536595000,"AMMMF20A0"
1334536622000,"AACFE91A"
1334536740000,"AMMMF18A0"
1334536745000,"AMMMF19A0"
1334536793000,"AACFE03A"
1334536796000,"AACFM07A"
1334536803000,"AACFE91A"
1334536875000,"APSF37A1"
1334536885000,"APSF31B1"
1334536895000,"APSF38A1"
1334536900000,"APSF38A1"
1334536905000,"APSF38A1"
1334536910000,"APSF38A1"
1334536925000,"APSF12H1"
1334536950000,"APSF32A1"
1334536960000,"APSF50A2"
1334538177000,"AACFE91A"
1334538245000,"MPER.0000010561"
1334539477000,"AACFE91A"
1334539685000,"AMMMF40C0"
1334539985000,"OBCPLCLMI"
1334542093000,"AACFE91A"
1334542156000,"AACFM06A"
1334542157000,"AACFE03A"
1334542161000,"AACFE05A"
1334542205000,"APSF60B0"
1334542385000,"ATTTF030B"
1334542505000,"OBCPLCLPS"
1334542745000,"AAAAF40C0"
1334542968000,"AACFM01A"
1334546945000,"AAAAF40D0"
1334546990000,"ATTTF030A"
1334547545000,"APWF005A"
1334547710000,"AMMMF40B0"
1334547995000,"AMMMF52A0"
1334548012000,"AACFE91A"
1334548055000,"AMMMF52D1"
1334548072000,"AACFM02A"
1334548115000,"AMMMF52D2"
1334548133000,"AACFE03A"
1334548135000,"AACFE91A"
1334548137000,"AACFE05A"
1334548175000,"AMMMF52D3"
1334548235000,"AMMMF52D4"
1334549033000,"AACFE03A"
1334549908000,"AACFE91A"
1334550079000,"AACFE03A"
1334550082000,"AACFM07A"
1334550088000,"AACFE91A"
1334550202000,"AACFE70A"
1334550372000,"AACFM21A"
1334550395000,"AMMMF51A0"
1334550695000,"AMMMF40C0"
1334550815000,"ATTTF030B"
1334550827000,"MAPO.0000010562"
1334550832000,"MAPO.0000000562"
1334550849000,"AACFM22A"
1334550995000,"OBCPLCLMI"
1334551732000,"AACFM06A"
1334551733000,"AACFE03A"
1334551735000,"AACFE91A"
1334551737000,"AACFE05A"
1334551792000,"AACFE70A"
1334552633000,"AACFE03A"
1334553532000,"AACFM01A"
1334553593000,"ATTT305O"
1334557408000,"AAAAF40A0"
1334557858000,"AAAAF40B0"
1334560753000,"ATTTF030A"
1334561319000,"AACFE91A"
1334561377000,"ATTT309B"
1334561379000,"AACFM02A"
1334561440000,"AACFE03A"
1334561442000,"AACFE91A"
1334561444000,"AACFE05A"
1334561473000,"AMMMF40A0"
1334561548000,"APSF60A0"
1334561728000,"AMMMF12A0"
1334561733000,"AMMMF11A0"
1334561738000,"AMMMF10A0"
1334561743000,"AMMMF10A0"
1334561748000,"AMMMF24A0"
1334561753000,"AMMMF23A0"
1334561758000,"AMMMF20A0"
1334561903000,"AMMMF18A0"
1334561908000,"AMMMF19A0"
1334562509000,"AACFE91A"
1334562621000,"AACFE03A"
1334562624000,"AACFM07A"
1334562631000,"AACFE91A"
1334562698000,"APSF37A1"
1334562708000,"APSF31B1"
1334562718000,"APSF38A1"
1334562723000,"APSF38A1"
1334562728000,"APSF38A1"
1334562733000,"APSF38A1"
1334562748000,"APSF12H1"
1334562773000,"APSF32A1"
1334562783000,"APSF50A2"
1334563408000,"MPER.0000010562"
1334563413000,"MPER.0000000562"
1334563529000,"AHHHF01P1"
1334563649000,"AHHHF02A1"
1334563699000,"AHHHF11A1"
1334563762000,"AHHHF03A2"
1334563763000,"AHHHF17A1"
1334563792000,"AHHHF04A3"
1334563800000,"AACFE91A"
1334563827000,"AHHHF50A2"
1334564163000,"AHHHF05A2"
1334564170000,"AHHHF13A1"
1334564213000,"AHHHF06P1"
1334564273000,"ADMC532E"
1334564513000,"OBCPLCLHR"
1334564848000,"AMMMF40C0"
1334565148000,"OBCPLCLMI"
1334566601000,"AACFE91A"
1334566664000,"AACFM06A"
1334566665000,"AACFE03A"
1334566669000,"AACFE05A"
1334566708000,"APSF60B0"
1334566888000,"ATTTF030B"
1334567008000,"OBCPLCLPS"
1334567322000,"AACFM01A"
1334567383000,"ATTT305O"
1334567908000,"AAAAF40C0"
1334570573000,"ATTTF321P"
1334575993000,"MAPO.0000010563"
1334575999000,"MAPO.0000000563"
1334578073000,"AAAAF40B0"
1334580158000,"AOOOF01D1"
1334580463000,"ATTTF321R"
1334580473000,"AOOOF100A"
1334580513000,"AOOOF32R0"
1334587309000,"ATTTF030A"
1334587554000,"AACFE91A"
1334587612000,"ATTT309B"
1334587614000,"AACFM02A"
1334587673000,"APSF60A0"
1334587675000,"AACFE03A"
1334587677000,"AACFE91A"
1334587679000,"AACFE05A"
1334588446000,"AACFE91A"
1334588449000,"AACFM07A"
1334588456000,"AACFE91A"
1334588509000,"AHHHF01P1"
1334588514000,"AOOOF03A1"
1334588544000,"AOOOF04A0"
1334588568000,"AOOOF33A0"
1334588573000,"MPER.0000010563"
1334588578000,"MPER.0000000563"
1334588629000,"AHHHF02A1"
1334588679000,"AHHHF11A1"
1334588742000,"AHHHF03A2"
1334588772000,"AHHHF04A3"
1334588807000,"AHHHF50A2"
1334588873000,"APSF12H1"
1334588898000,"APSF32A1"
1334588908000,"APSF50A2"
1334589195000,"AACFE91A"
1334589243000,"AHHHF05A2"
1334589250000,"AHHHF13A1"
1334589293000,"AHHHF06P1"
1334589353000,"ADMC532E"
1334589413000,"AOOOF68A0"
1334589420000,"AOOOF34A0"
1334589593000,"OBCPLCLHR"
1334590368000,"AOOOF66A0"
1334592426000,"AACFE91A"
1334592473000,"AOOOF62A0"
1334592489000,"AACFM06A"
1334592490000,"AACFE03A"
1334592494000,"AACFE05A"
1334592503000,"AOOOF77A0"
1334592523000,"AOOOF100C"
1334592533000,"APSF60B0"
1334592713000,"ATTTF030B"
1334592823000,"OBCPLCLOM"
1334592833000,"OBCPLCLPS"
1334593073000,"AAAAF40C0"
1334593222000,"AACFM01A"
1334601155000,"AACFE91A"
1334601161000,"MAPO.0000010564"
1334601166000,"MAPO.0000000564"
1334601215000,"AACFM02A"
1334601276000,"AACFE03A"
1334601278000,"AACFE91A"
1334601280000,"AACFE05A"
1334601442000,"ATTTF030A"
1334601562000,"APSF60A0"
1334602176000,"AACFE03A"
1334602629000,"AACFE03A"
1334602632000,"AACFM07A"
1334602696000,"ASSSF01P0"
1334602712000,"APSF37A1"
1334602722000,"APSF31B1"
1334602732000,"APSF38A1"
1334602737000,"APSF38A1"
1334602742000,"APSF38A1"
1334602747000,"APSF38A1"
1334602756000,"ASSSF55A0"
1334602762000,"APSF12H1"
1334602787000,"APSF32A1"
1334602797000,"APSF50A2"
1334603242000,"AAAAF40B0"
1334603849000,"AACFE91A"
1334603896000,"ASSSF06P0"
1334603902000,"APSF60B0"
1334603912000,"AACFM06A"
1334603913000,"AACFE03A"
1334603917000,"AACFE05A"
1334604082000,"ATTTF030B"
1334604196000,"OBCPLCLSI"
1334604202000,"OBCPLCLPS"
1334604813000,"AACFE03A"
1334605270000,"AACFM01A"
1334605331000,"ATTT305O"
1334611087000,"ATTTF030A"
1334611648000,"AACFE91A"
1334611706000,"ATTT309B"
1334611708000,"AACFM02A"
1334611769000,"AACFE03A"
1334611771000,"AACFE91A"
1334611773000,"AACFE05A"
1334611807000,"AMMMF40A0"
1334611882000,"APSF60A0"
1334612062000,"AMMMF10A0"
1334612067000,"AMMMF10A0"
1334612237000,"AMMMF18A0"
1334612242000,"AMMMF19A0"
1334612839000,"AACFE91A"
1334612955000,"AACFE03A"
1334612958000,"AACFM07A"
1334612965000,"AACFE91A"
1334613032000,"APSF37A1"
1334613042000,"APSF31B1"
1334613052000,"APSF38A1"
1334613057000,"APSF38A1"
1334613062000,"APSF38A1"
1334613067000,"APSF38A1"
1334613082000,"APSF12H1"
1334613107000,"APSF32A1"
1334613117000,"APSF50A2"
1334613742000,"MPER.0000010564"
1334613748000,"MPER.0000000564"
1334613766000,"AHHHF01P1"
1334613886000,"AHHHF02A1"
1334613936000,"AHHHF11A1"
1334613999000,"AHHHF03A2"
1334614000000,"AHHHF17C2"
1334614029000,"AHHHF04A3"
1334614064000,"AHHHF50A2"
1334614135000,"AACFE91A"
1334614396000,"AHHHF05A2"
1334614403000,"AHHHF13A1"
1334614446000,"AHHHF06P1"
1334614506000,"ADMC532E"
1334614746000,"OBCPLCLHR"
1334615182000,"AMMMF40C0"
1334615482000,"OBCPLCLMI"
1334616935000,"AACFE91A"
1334616998000,"AACFM06A"
1334616999000,"AACFE03A"
1334617003000,"AACFE05A"
1334617042000,"APSF60B0"
1334617222000,"ATTTF030B"
1334617342000,"OBCPLCLPS"
1334617654000,"AACFM01A"
1334618242000,"AAAAF40C0"
1334622442000,"AAAAF40D0"
1334622487000,"ATTTF030A"
1334623042000,"APWF005A"
1334623207000,"AMMMF40B0"
1334623492000,"AMMMF52A0"
1334623515000,"AACFE91A"
1334623552000,"AMMMF52D1"
1334623575000,"AACFM02A"
1334623612000,"AMMMF52D2"
1334623636000,"AACFE03A"
1334623638000,"AACFE91A"
1334623640000,"AACFE05A"
1334623672000,"AMMMF52D3"
1334623732000,"AMMMF52D4"
1334624536000,"AACFE03A"
1334625582000,"AACFE03A"
1334625585000,"AACFM07A"
1334625591000,"AACFE91A"
1334625705000,"AACFE70A"
1334625875000,"AACFM21A"
1334625892000,"AMMMF51A0"
1334626192000,"AMMMF40C0"
1334626312000,"ATTTF030B"
1334626330000,"MAPO.0000010565"
1334626335000,"MAPO.0000000565"
1334626356000,"AACFM22A"
1334626492000,"OBCPLCLMI"
1334627235000,"AACFM06A"
1334627236000,"AACFE03A"
1334627240000,"AACFE05A"
1334627295000,"AACFE70A"
1334628136000,"AACFE03A"
1334629035000,"AACFM01A"
1334630628000,"ATTT305O"
1334632911000,"AAAAF40A0"
1334633361000,"AAAAF40B0"
1334636256000,"ATTTF030A"
1334636813000,"AACFE91A"
1334636871000,"ATTT309B"
1334636873000,"AACFM02A"
1334636934000,"AACFE03A"
1334636936000,"AACFE91A"
1334636938000,"AACFE05A"
1334636976000,"AMMMF40A0"
1334637051000,"APSF60A0"
1334637231000,"AMMMF10A0"
1334637236000,"AMMMF10A0"
1334637406000,"AMMMF18A0"
1334637411000,"AMMMF19A0"
1334638005000,"AACFE91A"
1334638124000,"AACFE03A"
1334638127000,"AACFM07A"
1334638134000,"AACFE91A"
1334638201000,"APSF37A1"
1334638211000,"APSF31B1"
1334638221000,"APSF38A1"
1334638226000,"APSF38A1"
1334638231000,"APSF38A1"
1334638236000,"APSF38A1"
1334638251000,"APSF12H1"
1334638276000,"APSF32A1"
1334638286000,"APSF50A2"
1334638825000,"AHHHF01P1"
1334638911000,"MPER.0000010565"
1334638916000,"MPER.0000000565"
1334638945000,"AHHHF02A1"
1334638967000,"AACFE91A"
1334638995000,"AHHHF11A1"
1334639058000,"AHHHF03A2"
1334639059000,"AHHHF17A1"
1334639060000,"AHHHF17A1"
1334639088000,"AHHHF04A3"
1334639123000,"AHHHF50A2"
1334639418000,"AHHHF05A2"
1334639425000,"AHHHF13A1"
1334639468000,"AHHHF06P1"
1334639528000,"ADMC532E"
1334639768000,"OBCPLCLHR"
1334639863000,"AACFE91A"
1334640351000,"AMMMF40C0"
1334640651000,"OBCPLCLMI"
1334642104000,"AACFE91A"
1334642167000,"AACFM06A"
1334642168000,"AACFE03A"
1334642172000,"AACFE05A"
1334642211000,"APSF60B0"
1334642391000,"ATTTF030B"
1334642511000,"OBCPLCLPS"
1334642821000,"AACFM01A"
1334643411000,"AAAAF40C0"
1334647067000,"AACFE91A"
1334647071000,"ATTTF030A"
1334647127000,"AACFM02A"
1334647188000,"AACFE03A"
1334647190000,"AACFE91A"
1334647191000,"APSF60A0"
1334647192000,"AACFE05A"
1334647784000,"AACFE03A"
1334647787000,"AACFM07A"
1334647851000,"ASSSF01P0"
1334647911000,"ASSSF53A0"
1334648341000,"APSF37A1"
1334648351000,"APSF31B1"
1334648361000,"APSF38A1"
1334648366000,"APSF38A1"
1334648371000,"APSF38A1"
1334648376000,"APSF38A1"
1334648391000,"APSF12H1"
1334648416000,"APSF32A1"
1334648426000,"APSF50A2"
1334650971000,"APSF60B0"
1334651151000,"ATTTF030B"
1334651164000,"AACFE91A"
1334651211000,"ASSSF06P0"
1334651227000,"AACFM06A"
1334651228000,"AACFE03A"
1334651232000,"AACFE05A"
1334651271000,"OBCPLCLPS"
1334651497000,"MAPO.0000010566"
1334651502000,"MAPO.0000000566"
1334651511000,"OBCPLCLSI"
1334651827000,"AACFM01A"
1334651888000,"ATTT305O"
1334653576000,"AAAAF40B0"
1334654827000,"ASXX307A"
1334654842000,"ASXX382C"
1334660418000,"ASXX303A"
1334661421000,"ATTTF030A"
1334661978000,"AACFE91A"
1334662036000,"ATTT309B"
1334662038000,"AACFM02A"
1334662099000,"AACFE03A"
1334662101000,"AACFE91A"
1334662103000,"AACFE05A"
1334662141000,"AMMMF40A0"
1334662216000,"APSF60A0"
1334662396000,"AMMMF10A0"
1334662401000,"AMMMF10A0"
1334662571000,"AMMMF18A0"
1334662576000,"AMMMF19A0"
1334663171000,"AACFE91A"
1334663289000,"AACFE03A"
1334663292000,"AACFM07A"
1334663299000,"AACFE91A"
1334663366000,"APSF37A1"
1334663376000,"APSF31B1"
1334663386000,"APSF38A1"
1334663391000,"APSF38A1"
1334663396000,"APSF38A1"
1334663401000,"APSF38A1"
1334663416000,"APSF12H1"
1334663441000,"APSF32A1"
1334663451000,"APSF50A2"
1334663983000,"AHHHF01P1"
1334664076000,"MPER.0000010566"
1334664082000,"MPER.0000000566"
1334664103000,"AHHHF02A1"
1334664135000,"AACFE91A"
1334664153000,"AHHHF11A1"
1334664216000,"AHHHF03A2"
1334664217000,"AHHHF17A1"
1334664218000,"AHHHF17A1"
1334664246000,"AHHHF04A3"
1334664281000,"AHHHF50A2"
1334664596000,"AHHHF05A2"
1334664603000,"AHHHF13A1"
1334664646000,"AHHHF06P1"
1334664706000,"ADMC532E"
1334664946000,"OBCPLCLHR"
1334665038000,"AACFE91A"
1334665516000,"AMMMF40C0"
1334665816000,"OBCPLCLMI"
1334667269000,"AACFE91A"
1334667332000,"AACFM06A"
1334667333000,"AACFE03A"
1334667337000,"AACFE05A"
1334667376000,"APSF60B0"
1334667556000,"ATTTF030B"
1334667676000,"OBCPLCLPS"
1334667986000,"AACFM01A"
1334668047000,"ATTT305O"
1334668576000,"AAAAF40C0"
1334670986000,"ASXX307A"
1334671001000,"ASXX382C"
1334676663000,"MAPO.0000010567"
1334676668000,"MAPO.0000000567"
1334678744000,"AAAAF40B0"
1334681391000,"ASXX303A"
1334682952000,"AACFE91A"
1334683010000,"ATTT309B"
1334683012000,"AACFM02A"
1334683073000,"AACFE03A"
1334683075000,"AACFE91A"
1334683077000,"AACFE05A"
1334683544000,"ATTTF030A"
1334683664000,"APSF60A0"
1334683973000,"AACFE03A"
1334684440000,"AACFE91A"
1334684594000,"PPNS.0000000100"
1334684596000,"UPBS.0000000027"
1334684629000,"UPBE.0000000027"
1334684631000,"PPNE.0000000100"
1334684689000,"AACFE03A"
1334684692000,"AACFM07A"
1334684756000,"ASSSF01P0"
1334684814000,"APSF37A1"
1334684816000,"ASSSF55A0"
1334684824000,"APSF31B1"
1334684834000,"APSF38A1"
1334684839000,"APSF38A1"
1334684844000,"APSF38A1"
1334684849000,"APSF38A1"
1334684864000,"APSF12H1"
1334684889000,"APSF32A1"
1334684899000,"APSF50A2"
1334685549000,"AACFE91A"
1334685596000,"ASSSF06P0"
1334685612000,"AACFM06A"
1334685613000,"AACFE03A"
1334685615000,"AACFE91A"
1334685617000,"AACFE05A"
1334685644000,"APSF60B0"
1334685824000,"ATTTF030B"
1334685896000,"OBCPLCLSI"
1334685944000,"OBCPLCLPS"
1334686513000,"AACFE03A"
1334687144000,"ATTTF321P"
1334687233000,"AACFM01A"
1334687609000,"ATTTF030A"
1334688214000,"AACFE91A"
1334688274000,"AACFM02A"
1334688329000,"AMMMF40A0"
1334688335000,"AACFE03A"
1334688337000,"AACFE91A"
1334688339000,"AACFE05A"
1334688344000,"APSF60A0"
1334688584000,"AMMMF10A0"
1334688589000,"AMMMF10A0"
1334688759000,"AMMMF18A0"
1334688764000,"AMMMF19A0"
1334688934000,"ATTTF321R"
1334688944000,"AOOOF100B"
1334688984000,"AOOOF22R1"
1334689117000,"AACFE91A"
1334689120000,"AACFM07A"
1334689127000,"AACFE91A"
1334689185000,"AOOOF03A1"
1334689215000,"AOOOF04A0"
1334689239000,"AOOOF23A0"
1334689244000,"MPER.0000010567"
1334689249000,"MPER.0000000567"
1334689494000,"APSF37A1"
1334689504000,"APSF31B1"
1334689514000,"APSF38A1"
1334689519000,"APSF38A1"
1334689524000,"APSF38A1"
1334689529000,"APSF38A1"
1334689544000,"APSF12H1"
1334689569000,"APSF32A1"
1334689579000,"APSF50A2"
1334690084000,"AOOOF68A0"
1334690091000,"AOOOF24A0"
1334690444000,"AOOOF68A0"
1334690451000,"AOOOF24A0"
1334690629000,"AACFE91A"
1334690684000,"AMMMF40C0"
1334690984000,"OBCPLCLMI"
1334691039000,"AOOOF66A0"
1334691639000,"AOOOF67A0"
1334693097000,"AACFE91A"
1334693144000,"AOOOF62A0"
1334693160000,"AACFM06A"
1334693161000,"AACFE03A"
1334693165000,"AACFE05A"
1334693174000,"AOOOF77A0"
1334693194000,"AOOOF100C"
1334693204000,"APSF60B0"
1334693384000,"ATTTF030B"
1334693494000,"OBCPLCLOM"
1334693504000,"OBCPLCLPS"
1334693744000,"AAAAF40C0"
1334693888000,"AACFM01A"
1334693949000,"ATTT305O"
1334701827000,"MAPO.0000010568"
1334701833000,"MAPO.0000000568"
1334703905000,"AAAAF40B0"
1334711402000,"AACFE91A"
1334711460000,"ATTT309B"
1334711462000,"AACFM02A"
1334711523000,"AACFE03A"
1334711525000,"AACFE91A"
1334711527000,"AACFE05A"
1334711750000,"ATTTF030A"
1334711885000,"APSF60A0"
1334712423000,"AACFE03A"
1334712470000,"AMMMF40A0"
1334712725000,"AMMMF12A0"
1334712730000,"AMMMF11A0"
1334712735000,"AMMMF10A0"
1334712739000,"AACFE91A"
1334712740000,"AMMMF10A0"
1334712745000,"AMMMF24A0"
1334712750000,"AMMMF23A0"
1334712755000,"AMMMF20A0"
1334712900000,"AMMMF18A0"
1334712905000,"AMMMF19A0"
1334712958000,"AACFE03A"
1334712961000,"AACFM07A"
1334712968000,"AACFE91A"
1334713035000,"APSF37A1"
1334713045000,"APSF31B1"
1334713055000,"APSF38A1"
1334713060000,"APSF38A1"
1334713065000,"APSF38A1"
1334713070000,"APSF38A1"
1334713085000,"APSF12H1"
1334713110000,"APSF32A1"
1334713120000,"APSF50A2"
1334714138000,"AACFE91A"
1334714405000,"MPER.0000010568"
1334714411000,"MPER.0000000568"
1334714421000,"AHHHF01P1"
1334714541000,"AHHHF02A1"
1334714591000,"AHHHF11A1"
1334714654000,"AHHHF03A2"
1334714655000,"AHHHF17C2"
1334714684000,"AHHHF04A3"
1334714719000,"AHHHF50A2"
1334714755000,"AACFE91A"
1334715129000,"AHHHF05A2"
1334715136000,"AHHHF13A1"
1334715179000,"AHHHF06P1"
1334715239000,"ADMC532E"
1334715479000,"OBCPLCLHR"
1334715845000,"AMMMF40C0"
1334716145000,"OBCPLCLMI"
1334716938000,"AACFE91A"
1334717001000,"AACFM06A"
1334717002000,"AACFE03A"
1334717006000,"AACFE05A"
1334717045000,"APSF60B0"
1334717225000,"ATTTF030B"
1334717345000,"OBCPLCLPS"
1334717601000,"AACFM01A"
1334717662000,"ATTT305O"
1334718905000,"AAAAF40C0"
1334723105000,"AAAAF40D0"
1334723150000,"ATTTF030A"
1334723705000,"APWF005A"
1334723870000,"AMMMF40B0"
1334724155000,"AMMMF52A0"
1334724178000,"AACFE91A"
1334724215000,"AMMMF52D1"
1334724236000,"ATTT309B"
1334724238000,"AACFM02A"
